/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_WT/iced/150000/E12.5_WT_150000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 rawdata/E12.5_WT/raw/150000/E12.5_WT_ontarget_150000.matrix
Using iced version 0.4.2
Loading files...
Normalizing...
Filter 5329 out of 17710 bins ...
Matrix is triangular superior
ICE at iteration 62 1.59811905937e+80
ICE at iteration 63 2.81094660893e+81
ICE at iteration 64 4.97588754772e+82
ICE at iteration 65 8.75213530246e+83
ICE at iteration 66 1.54928733365e+85
ICE at iteration 67 2.72505603124e+86
ICE at iteration 68 4.82384533912e+87
ICE at iteration 69 8.48470684172e+88
ICE at iteration 70 1.50194757607e+90
ICE at iteration 71 2.64178968892e+91
ICE at iteration 72 4.6764486488e+92
ICE at iteration 73 8.22544942329e+93
ICE at iteration 74 1.45605427164e+95
ICE at iteration 75 2.5610675258e+96
ICE at iteration 76 4.53355568095e+97
ICE at iteration 77 7.97411364272e+98
ICE at iteration 78 1.41156325421e+100
ICE at iteration 79 2.48281185804e+101
ICE at iteration 80 4.39502888568e+102
ICE at iteration 81 7.73045756311e+103
ICE at iteration 82 1.36843168922e+105
ICE at iteration 83 2.40694734371e+106
ICE at iteration 84 4.26073487881e+107
ICE at iteration 85 7.49424657425e+108
ICE at iteration 86 1.32661804322e+110
ICE at iteration 87 2.33340092934e+111
ICE at iteration 88 4.1305443358e+112
ICE at iteration 89 7.26525320625e+113
ICE at iteration 90 1.28608204852e+115
ICE at iteration 91 2.26210178779e+116
ICE at iteration 92 4.00433187688e+117
ICE at iteration 93 7.04325692757e+118
ICE at iteration 94 1.24678466643e+120
ICE at iteration 95 2.19298125356e+121
ICE at iteration 96 3.88197595037e+122
ICE at iteration 97 6.82804393991e+123
ICE at iteration 98 1.2086880505e+125
ICE at iteration 99 2.1259727582e+126
Writing results...
/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_WT/iced/150000/E12.5_WT_150000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 rawdata/E12.5_WT/raw/150000/E12.5_WT_ontarget_150000.matrix
Using iced version 0.4.2
Loading files...
Normalizing...
Filter 5329 out of 17710 bins ...
Matrix is triangular superior
ICE at iteration 1 14201.7403801
ICE at iteration 2 244374.489938
ICE at iteration 3 4280453.65902
ICE at iteration 4 76817381.5414
ICE at iteration 5 1349885418.95
ICE at iteration 6 24134308081.2
ICE at iteration 7 424479047829.0
ICE at iteration 8 7.56641429242e+12
ICE at iteration 9 1.33107476153e+14
ICE at iteration 10 2.36750021912e+15
ICE at iteration 11 4.16491474564e+16
ICE at iteration 12 7.39658037952e+17
ICE at iteration 13 1.30115858394e+19
ICE at iteration 14 2.30833528177e+20
ICE at iteration 15 4.06051071886e+21
ICE at iteration 16 7.19844014329e+22
ICE at iteration 17 1.26621299684e+24
ICE at iteration 18 2.24364423102e+25
ICE at iteration 19 3.94650946331e+26
ICE at iteration 20 6.99066536345e+27
ICE at iteration 21 1.22962211402e+29
ICE at iteration 22 2.17761828567e+30
ICE at iteration 23 3.83028519896e+31
ICE at iteration 24 6.78230585524e+32
ICE at iteration 25 1.19295586601e+34
ICE at iteration 26 2.11216550357e+35
ICE at iteration 27 3.7151257146e+36
ICE at iteration 28 6.57731385176e+37
ICE at iteration 29 1.15689319315e+39
ICE at iteration 30 2.04809116369e+40
ICE at iteration 31 3.60241269119e+41
ICE at iteration 32 6.37729908528e+42
ICE at iteration 33 1.12171016966e+44
ICE at iteration 34 1.98570857714e+45
ICE at iteration 35 3.49268326632e+46
ICE at iteration 36 6.18284576747e+47
ICE at iteration 37 1.0875068487e+49
ICE at iteration 38 1.92511841029e+50
ICE at iteration 39 3.38610932513e+51
ICE at iteration 40 5.99409903414e+52
ICE at iteration 41 1.05430777644e+54
ICE at iteration 42 1.86633102688e+55
ICE at iteration 43 3.28270724988e+56
ICE at iteration 44 5.81101914059e+57
ICE at iteration 45 1.02210561766e+59
ICE at iteration 46 1.80931916671e+60
ICE at iteration 47 3.18242845524e+61
ICE at iteration 48 5.63349044678e+62
ICE at iteration 49 9.90879915661e+63
ICE at iteration 50 1.75404046681e+65
ICE at iteration 51 3.08519821753e+66
ICE at iteration 52 5.46136791304e+67
ICE at iteration 53 9.60605121698e+68
ICE at iteration 54 1.70044705214e+70
ICE at iteration 55 2.99093226335e+71
ICE at iteration 56 5.29449686253e+72
ICE at iteration 57 9.31254018402e+73
ICE at iteration 58 1.64848960207e+75
ICE at iteration 59 2.89954382412e+76
ICE at iteration 60 5.13272133106e+77
ICE at iteration 61 9.02799170338e+78
ICE at iteration 62 1.59811905937e+80
ICE at iteration 63 2.81094660893e+81
ICE at iteration 64 4.97588754772e+82
ICE at iteration 65 8.75213530246e+83
ICE at iteration 66 1.54928733365e+85
ICE at iteration 67 2.72505603124e+86
ICE at iteration 68 4.82384533912e+87
ICE at iteration 69 8.48470684172e+88
ICE at iteration 70 1.50194757607e+90
ICE at iteration 71 2.64178968892e+91
ICE at iteration 72 4.6764486488e+92
ICE at iteration 73 8.22544942329e+93
ICE at iteration 74 1.45605427164e+95
ICE at iteration 75 2.5610675258e+96
ICE at iteration 76 4.53355568095e+97
ICE at iteration 77 7.97411364272e+98
ICE at iteration 78 1.41156325421e+100
ICE at iteration 79 2.48281185804e+101
ICE at iteration 80 4.39502888568e+102
ICE at iteration 81 7.73045756311e+103
ICE at iteration 82 1.36843168922e+105
ICE at iteration 83 2.40694734371e+106
ICE at iteration 84 4.26073487881e+107
ICE at iteration 85 7.49424657425e+108
ICE at iteration 86 1.32661804322e+110
ICE at iteration 87 2.33340092934e+111
ICE at iteration 88 4.1305443358e+112
ICE at iteration 89 7.26525320625e+113
ICE at iteration 90 1.28608204852e+115
ICE at iteration 91 2.26210178779e+116
ICE at iteration 92 4.00433187688e+117
ICE at iteration 93 7.04325692757e+118
ICE at iteration 94 1.24678466643e+120
ICE at iteration 95 2.19298125356e+121
ICE at iteration 96 3.88197595037e+122
ICE at iteration 97 6.82804393991e+123
ICE at iteration 98 1.2086880505e+125
ICE at iteration 99 2.1259727582e+126
Writing results...
